"id";"sample_name";"project";"analysis";"run";"gender";"created";"no_mismatches"
958;"AA16-65672-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
959;"AA16-65673-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
960;"AA16-65674-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
961;"AA16-65675-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";4
962;"AA16-65676-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
963;"AA16-65677-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
964;"AA16-65678-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
965;"AA16-65679-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";4
966;"AA16-65680-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
967;"AA16-65681-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
968;"AA16-65682-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
969;"AA16-65683-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";5
970;"AA16-65684-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
971;"AA16-65685-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
972;"AA16-65686-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
973;"AA16-65687-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
974;"AA16-65688-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
975;"AA16-65689-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
976;"AA16-65690-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";5
977;"AA16-65691-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
978;"AA16-65692-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
979;"AA16-65693-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";4
980;"AA16-65694-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
981;"AA16-65695-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
982;"AA16-65696-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
983;"AA16-65697-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
984;"AA16-65698-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
985;"AA16-65699-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
986;"AA16-65700-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";4
987;"AA16-65701-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
988;"AA16-65702-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
989;"AA16-65703-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
990;"AA16-65704-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";2
991;"AA16-65705-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";0
992;"AA16-65706-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
993;"AA16-65707-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
994;"AA16-65708-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
995;"AA16-65709-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
996;"AA16-65711-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
997;"AA16-65712-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XY";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";1
998;"AA16-65713-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"XX";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";3
999;"AA16-65714-OF01";"24717";"2.0 - 24717";"user admin@forenseq.uas";"N/A";"14 Nov 2020 at 05:23AM (Pacific Standard Time)";4
1000;"AA16-50272-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1001;"AA16-50789-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1002;"AA16-52866-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1003;"AA16-54932-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1004;"AA16-59558-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1005;"AA16-60368-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1006;"AA16-61186-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1007;"AA16-61501-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1008;"AA16-61502-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";6
1009;"AA16-61503-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";8
1010;"AA16-61504-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1011;"AA16-61505-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1012;"AA16-61506-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1013;"AA16-61507-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1014;"AA16-61508-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1015;"AA16-61509-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1016;"AA16-61510-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1017;"AA16-61511-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1018;"AA16-61513-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1019;"AA16-61514-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1020;"AA16-61515-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1021;"AA16-61516-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1022;"AA16-61517-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1023;"AA16-61518-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1024;"AA16-61519-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1025;"AA16-61520-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1026;"AA16-61521-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1027;"AA16-61522-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1028;"AA16-61523-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1029;"AA16-61524-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1030;"AA16-61525-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1031;"AA16-61526-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1032;"AA16-61527-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1033;"AA16-61528-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1034;"AA16-61529-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1035;"AA16-61530-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1036;"AA16-61531-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1037;"AA16-61532-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1038;"AA16-61533-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1039;"AA16-61534-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1040;"AA16-61535-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1041;"AA16-61536-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1042;"AA16-61537-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1043;"AA16-61538-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1044;"AA16-61539-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1045;"AA16-61540-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1046;"AA16-61541-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1047;"AA16-61542-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1048;"AA16-61543-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1049;"AA16-61544-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1050;"AA16-61545-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1051;"AA16-61546-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1052;"AA16-61547-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1053;"AA16-61548-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1054;"AA16-61549-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1055;"AA16-61550-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1056;"AA16-61551-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1057;"AA16-61552-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1058;"AA16-61553-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1059;"AA16-61554-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1060;"AA16-61555-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1061;"AA16-61556-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";0
1062;"AA16-61557-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1063;"AA16-61558-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1064;"AA16-61559-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1065;"AA16-61560-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1066;"AA16-61561-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1067;"AA16-61562-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1068;"AA16-61563-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1069;"AA16-61564-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1070;"AA16-61565-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1071;"AA16-61566-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1072;"AA16-61567-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1073;"AA16-61568-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1074;"AA16-61569-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1075;"AA16-61570-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1076;"AA16-61571-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";5
1077;"AA16-61572-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1078;"AA16-61573-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1079;"AA16-61574-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1080;"AA16-61575-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";6
1081;"AA16-61576-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1082;"AA16-61577-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1083;"AA16-61579-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1084;"AA16-61580-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";4
1085;"AA16-61581-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1086;"AA16-61582-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1087;"AA16-61583-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"N/A";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";3
1088;"AA16-61584-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1089;"AA16-61586-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XX";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1090;"AA16-61587-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1091;"AA16-61588-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";2
1092;"AA16-61590-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1093;"AA16-61591-OF01";"24315";"2.0 - 24315";"user jan.schnitzer@pcr.cz";"XY";"16 Jan 2021 at 05:11AM (Pacific Standard Time)";1
1094;"1_01";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
